	tweet	pattern	annotation	via	undecidable	toplevel	comment	adjudicated_by
12003	t731523412083019776	65	False	gold	False	False		emilia
12004	t731526851659747328	23	True	gold-impl-pos	False	False	from 23: 	merlin
12005	t731526851659747328	24	True	gold-impl-pos	False	False	from 24: 	merlin
12006	t731526851659747328	57	True	gold	False			merlin
12007	t731529803359195138	3	False	gold	False			philipp
12008	t731529803359195138	4	True	gold	False			philipp
12009	t731529803359195138	46	False	gold-impl-neg	False	False	from 3: 	philipp
12010	t731529803359195138	55	False	gold-impl-neg	False	False	from 3: 	philipp
12011	t731529803359195138	65	False	gold-impl-neg	False	False	from 3: 	philipp
12012	t731532706597732354	3	True	gold	False	False		meliha
12013	t731532706597732354	46	False	gold	False	False		meliha
12014	t731532706597732354	55	False	gold	False	False		meliha
12015	t731532706597732354	65	False	gold	False	False		meliha
12016	t731539532760395776	3	True	gold	False	False		meliha
12017	t731539532760395776	46	False	gold	False	False		vanessa
12018	t731539532760395776	55	False	gold	False	False		vanessa
12019	t731539532760395776	65	False	gold	False	False		vanessa
12020	t731541356347297792	3	True	gold	False	False		meliha
12021	t731541356347297792	46	False	gold	False	False		vanessa
12022	t731541356347297792	55	False	gold	False	False		vanessa
12023	t731541356347297792	65	False	gold	False	False		vanessa
12024	t731542183585693696	24	False	gold	False	False	action	merlin
12025	t731542183585693696	26	False	gold-impl-neg	False	False	from 24: action	merlin
12026	t731542183585693696	57	False	gold-impl-neg	False	False	from 24: action	merlin
12027	t731542183585693696	60	False	gold-impl-neg	False	False	from 24: action	merlin
12028	t731542183585693696	61	False	gold-impl-neg	False	False	from 24: action	merlin
12029	t731542183585693696	62	False	gold-impl-neg	False	False	from 24: action	merlin
12030	t731542183585693696	63	False	gold-impl-neg	False	False	from 24: action	merlin
12031	t731542183585693696	65	False	gold-impl-neg	False	False	from 24: action	merlin
12032	t731542411697082368	3	True	gold	False	False		meliha
12033	t731542411697082368	46	False	gold	False	False		emilia
12034	t731542411697082368	55	False	gold	False	False		emilia
12035	t731542411697082368	65	False	gold	False	False		emilia
12036	t731543682906763264	3	False	gold	False	False		merlin
12037	t731543682906763264	46	False	gold-impl-neg	False	False	from 3: 	merlin
12038	t731543682906763264	55	False	gold-impl-neg	False	False	from 3: 	merlin
12039	t731543682906763264	65	False	gold-impl-neg	False	False	from 3: 	merlin
12040	t731544478117400576	3	False	gold	False			auto-neg-adjudicator
12041	t731544478117400576	46	False	gold-impl-neg	False	False	from 3: 	auto-neg-adjudicator
12042	t731544478117400576	55	False	gold-impl-neg	False	False	from 3: 	auto-neg-adjudicator
12043	t731544478117400576	58	True	gold	False	False		meliha
12044	t731544478117400576	65	False	gold-impl-neg	False	False	from 3: 	auto-neg-adjudicator
12045	t731545993297137664	23	True	gold-impl-pos	False	False	from 23: 	nathan
12046	t731545993297137664	24	True	gold	False	False		nathan
12047	t731546835676958720	3	True	gold	False	False		meliha
12048	t731546835676958720	46	False	gold	False	False		emilia
12049	t731546835676958720	55	False	gold	False	False		emilia
12050	t731546835676958720	65	False	gold	False	False		emilia
12051	t731548400643129344	23	True	gold-impl-pos	False	False	from 23: 	meliha
12052	t731548400643129344	24	True	gold-impl-pos	False	False	from 24: 	meliha
12053	t731548400643129344	57	True	gold	False	False		meliha
12054	t731549354557739008	3	False	gold	False	False		meliha
12055	t731549354557739008	46	False	gold-impl-neg	False	False	from 3: 	meliha
12056	t731549354557739008	55	False	gold-impl-neg	False	False	from 3: 	meliha
12057	t731549354557739008	65	False	gold-impl-neg	False	False	from 3: 	meliha
12058	t731550160124313600	23	True	gold-impl-pos	False	False	from 23: 	meliha
12059	t731550160124313600	24	True	gold-impl-pos	False	False	from 24: 	meliha
12060	t731550160124313600	57	True	gold	False	False		meliha
12061	t731550475275935744	3	True	gold	False	False		meliha
12062	t731550475275935744	46	False	gold	False	False		emilia
12063	t731550475275935744	55	False	gold	False	False		emilia
12064	t731550475275935744	65	False	gold	False	False		emilia
12065	t731550785381793792	23	True	gold-impl-pos	False	False	from 23: 	meliha
12066	t731550785381793792	24	True	gold	False	False		meliha
12067	t731552671140880389	3	False	gold	False	False		merlin
12068	t731552671140880389	46	False	gold-impl-neg	False	False	from 3: 	merlin
12069	t731552671140880389	55	False	gold-impl-neg	False	False	from 3: 	merlin
12070	t731552671140880389	65	False	gold-impl-neg	False	False	from 3: 	merlin
12071	t731557563163131908	3	False	gold	False	False		merlin
12072	t731557563163131908	46	False	gold-impl-neg	False	False	from 3: 	merlin
12073	t731557563163131908	55	False	gold-impl-neg	False	False	from 3: 	merlin
12074	t731557563163131908	65	False	gold-impl-neg	False	False	from 3: 	merlin
12075	t731558553564151810	23	True	gold-impl-pos	False	False	from 23: 	meliha
12076	t731558553564151810	24	True	gold	False	False		meliha
12077	t731559292944388096	23	True	gold-impl-pos	False	False	from 23: 	meliha
12078	t731559292944388096	24	True	gold	False	False		meliha
12079	t731559461043703808	3	True	gold	False	False		meliha
12080	t731559461043703808	3	True	gold-impl-pos	False	False	from 3: 	vanessa
12081	t731559461043703808	23	True	gold-impl-pos	False	False	from 23: 	meliha
12082	t731559461043703808	23	True	gold-impl-pos	False	False	from 23: 	vanessa
12083	t731559461043703808	24	True	gold	False	False		meliha
12084	t731559461043703808	24	True	gold-impl-pos	False	False	from 24: 	vanessa
12085	t731559461043703808	46	False	gold	False	False		vanessa
12086	t731559461043703808	55	False	gold	False	False		vanessa
12087	t731559461043703808	65	True	gold	False			vanessa
12088	t731559651725152256	3	True	gold	False	False		meliha
12089	t731559651725152256	46	False	gold	False	False		emilia
12090	t731559651725152256	55	False	gold	False	False		emilia
12091	t731559651725152256	65	False	gold	False	False		emilia
12092	t731560107780231169	3	True	gold	False	False		meliha
12093	t731560107780231169	46	False	gold	False	False		meliha
12094	t731560107780231169	55	False	gold	False	False		meliha
12095	t731560107780231169	65	False	gold	False	False		meliha
12096	t731560168849326080	3	True	gold	False	False		meliha
12097	t731560168849326080	46	False	gold	False	False		emilia
12098	t731560168849326080	55	False	gold	False	False		emilia
12099	t731560168849326080	65	False	gold	False	False		emilia
12100	t731560931507900416	3	True	gold	False	False		meliha
12101	t731560931507900416	46	False	gold	False	False		emilia
12102	t731560931507900416	55	False	gold	False	False		emilia
12103	t731560931507900416	65	False	gold	False	False		emilia
12104	t731561289554755584	3	False	gold	False	False		merlin
12105	t731561289554755584	46	False	gold-impl-neg	False	False	from 3: 	merlin
12106	t731561289554755584	55	False	gold-impl-neg	False	False	from 3: 	merlin
12107	t731561289554755584	65	False	gold-impl-neg	False	False	from 3: 	merlin
12108	t731562421618413568	3	False	gold	False			auto-neg-adjudicator
12109	t731562421618413568	46	False	gold-impl-neg	False	False	from 3: 	auto-neg-adjudicator
12110	t731562421618413568	55	False	gold-impl-neg	False	False	from 3: 	auto-neg-adjudicator
12111	t731562421618413568	58	True	gold	False	False		meliha
12112	t731562421618413568	65	False	gold-impl-neg	False	False	from 3: 	auto-neg-adjudicator
12113	t731562756571332609	3	True	gold	False	False		meliha
12114	t731562756571332609	46	False	gold	False	False		vanessa
12115	t731562756571332609	55	False	gold	False	False		vanessa
12116	t731562756571332609	65	False	gold	False	False		vanessa
12117	t731563004026880000	3	True	gold	False	False		meliha
12118	t731563004026880000	46	False	gold	False	False		emilia
12119	t731563004026880000	55	False	gold	False	False		emilia
12120	t731563004026880000	65	False	gold	False	False		emilia
12121	t731565917382049792	3	True	gold	False			philipp
12122	t731565917382049792	46	False	gold	False	False		emilia
12123	t731565917382049792	55	False	gold	False	False		emilia
12124	t731565917382049792	65	False	gold	False	False		emilia
12125	t731567233000980480	24	False	gold	False			philipp
12126	t731567233000980480	26	False	gold-impl-neg	False	False	from 24: 	philipp
12127	t731567233000980480	57	False	gold-impl-neg	False	False	from 24: 	philipp
12128	t731567233000980480	60	False	gold-impl-neg	False	False	from 24: 	philipp
12129	t731567233000980480	61	False	gold-impl-neg	False	False	from 24: 	philipp
12130	t731567233000980480	62	False	gold-impl-neg	False	False	from 24: 	philipp
12131	t731567233000980480	63	False	gold-impl-neg	False	False	from 24: 	philipp
12132	t731567233000980480	65	False	gold-impl-neg	False	False	from 24: 	philipp
12133	t731567902722281472	3	True	gold	False	False		meliha
12134	t731567902722281472	46	False	gold	False	False		emilia
12135	t731567902722281472	55	False	gold	False	False		emilia
12136	t731567902722281472	65	False	gold	False	False		emilia
12137	t731569210267144194	3	True	gold	False	False		meliha
12138	t731569210267144194	46	False	gold	False	False		emilia
12139	t731569210267144194	55	False	gold	False	False		emilia
12140	t731569210267144194	65	False	gold	False	False		emilia
12141	t731570203335790592	3	True	gold	False	False		meliha
12142	t731570203335790592	46	False	gold	False	False		meliha
12143	t731570203335790592	55	False	gold	False	False		meliha
12144	t731570203335790592	65	False	gold	False	False		meliha
12145	t731571080956149760	23	True	gold-impl-pos	False	False	from 23: 	meliha
12146	t731571080956149760	24	True	gold	False	False		meliha
12147	t731571238556995584	23	True	gold-impl-pos	False	False	from 23: 	meliha
12148	t731571238556995584	24	True	gold	False	False		meliha
12149	t731571238556995584	24	True	gold-impl-pos	False	False	from 24: 	meliha
12150	t731571238556995584	57	True	gold	False	False		meliha
12151	t731572459640639490	3	True	gold	False	False		meliha
12152	t731572459640639490	46	False	gold	False	False		emilia
12153	t731572459640639490	55	False	gold	False	False		emilia
12154	t731572459640639490	65	False	gold	False	False		emilia
12155	t731572612573364224	23	True	gold-impl-pos	False	False	from 23: 	meliha
12156	t731572612573364224	24	True	gold	False	False		meliha
12157	t731572811836366849	3	True	gold	False	False		meliha
12158	t731572811836366849	46	False	gold	False	False		emilia
12159	t731572811836366849	55	False	gold	False	False		emilia
12160	t731572811836366849	65	False	gold	False	False		emilia
12161	t731572839908818944	23	True	gold-impl-pos	False	False	from 23: 	meliha
12162	t731572839908818944	24	True	gold-impl-pos	False	False	from 24: 	meliha
12163	t731572839908818944	57	True	gold	False	False		meliha
12164	t731574572261244928	3	True	gold	False	False		meliha
12165	t731574572261244928	46	False	gold	False	False		emilia
12166	t731574572261244928	55	False	gold	False	False		emilia
12167	t731574572261244928	65	False	gold	False	False		emilia
12168	t731575160772415489	24	False	gold	False			philipp
12169	t731575160772415489	26	False	gold-impl-neg	False	False	from 24: 	philipp
12170	t731575160772415489	57	False	gold-impl-neg	False	False	from 24: 	philipp
12171	t731575160772415489	60	False	gold-impl-neg	False	False	from 24: 	philipp
12172	t731575160772415489	61	False	gold-impl-neg	False	False	from 24: 	philipp
12173	t731575160772415489	62	False	gold-impl-neg	False	False	from 24: 	philipp
12174	t731575160772415489	63	False	gold-impl-neg	False	False	from 24: 	philipp
12175	t731575160772415489	65	False	gold-impl-neg	False	False	from 24: 	philipp
12176	t731575464649752582	23	True	gold-impl-pos	False	False	from 23: 	meliha
12177	t731575464649752582	24	True	gold	False	False		meliha
12178	t731575855919595520	23	True	gold-impl-pos	False	False	from 23: 	meliha
12179	t731575855919595520	24	True	gold	False	False		meliha
12180	t731576015647084544	23	True	gold-impl-pos	False	False	from 23: 	philipp
12181	t731576015647084544	24	True	gold	False			philipp
12182	t731576015647084544	57	False	gold	False	False		meliha
12183	t731576015647084544	58	False	gold	False	False		meliha
12184	t731576248145743873	3	True	gold	False	False		meliha
12185	t731576248145743873	46	False	gold	False	False		emilia
12186	t731576248145743873	55	False	gold	False	False		emilia
12187	t731576248145743873	65	False	gold	False	False		emilia
12188	t731576657992134657	3	True	gold	False	False		meliha
12189	t731576657992134657	46	False	gold	False	False		meliha
12190	t731576657992134657	55	False	gold	False	False		meliha
12191	t731576657992134657	65	False	gold	False	False		meliha
12192	t731576797209473024	24	False	gold	False	False	fp	merlin
12193	t731576797209473024	26	False	gold-impl-neg	False	False	from 24: fp	merlin
12194	t731576797209473024	57	False	gold-impl-neg	False	False	from 24: fp	merlin
12195	t731576797209473024	60	False	gold-impl-neg	False	False	from 24: fp	merlin
12196	t731576797209473024	61	False	gold-impl-neg	False	False	from 24: fp	merlin
12197	t731576797209473024	62	False	gold-impl-neg	False	False	from 24: fp	merlin
12198	t731576797209473024	63	False	gold-impl-neg	False	False	from 24: fp	merlin
12199	t731576797209473024	65	False	gold-impl-neg	False	False	from 24: fp	merlin
12200	t731576830944247810	23	True	gold-impl-pos	False	False	from 23: 	meliha
12201	t731576830944247810	24	True	gold	False	False		meliha
12202	t731578297465896960	23	True	gold-impl-pos	False	False	from 23: 	meliha
12203	t731578297465896960	24	True	gold	False	False		meliha
12204	t731578585203527681	24	False	gold	False	False	not a group	merlin
12205	t731578585203527681	26	False	gold-impl-neg	False	False	from 24: not a group	merlin
12206	t731578585203527681	57	False	gold-impl-neg	False	False	from 24: not a group	merlin
12207	t731578585203527681	60	False	gold-impl-neg	False	False	from 24: not a group	merlin
12208	t731578585203527681	61	False	gold-impl-neg	False	False	from 24: not a group	merlin
12209	t731578585203527681	62	False	gold-impl-neg	False	False	from 24: not a group	merlin
12210	t731578585203527681	63	False	gold-impl-neg	False	False	from 24: not a group	merlin
12211	t731578585203527681	65	False	gold-impl-neg	False	False	from 24: not a group	merlin
12212	t731578781899575297	38	False	gold-impl-neg	False	False	from 45: 	philipp
12213	t731578781899575297	41	False	gold-impl-neg	False	False	from 45: 	philipp
12214	t731578781899575297	45	False	gold	False			philipp
12215	t731578781899575297	50	False	gold-impl-neg	False	False	from 45: 	philipp
12216	t731578981825294340	24	False	gold	False			philipp
12217	t731578981825294340	26	False	gold-impl-neg	False	False	from 24: 	philipp
12218	t731578981825294340	57	False	gold-impl-neg	False	False	from 24: 	philipp
12219	t731578981825294340	60	False	gold-impl-neg	False	False	from 24: 	philipp
12220	t731578981825294340	61	False	gold-impl-neg	False	False	from 24: 	philipp
12221	t731578981825294340	62	False	gold-impl-neg	False	False	from 24: 	philipp
12222	t731578981825294340	63	False	gold-impl-neg	False	False	from 24: 	philipp
12223	t731578981825294340	65	False	gold-impl-neg	False	False	from 24: 	philipp
12224	t731584432658911232	3	True	gold	False	False		meliha
12225	t731584432658911232	46	False	gold	False	False		vanessa
12226	t731584432658911232	55	False	gold	False	False		vanessa
12227	t731584432658911232	65	False	gold	False	False		vanessa
12228	t731585155526234112	3	True	gold	False	False		meliha
12229	t731585155526234112	46	False	gold	False	False		emilia
12230	t731585155526234112	55	False	gold	False	False		emilia
12231	t731585155526234112	65	False	gold	False	False		emilia
12232	t731585429296828416	24	False	gold	False			nathan
12233	t731585429296828416	26	False	gold-impl-neg	False	False	from 24: 	nathan
12234	t731585429296828416	57	False	gold-impl-neg	False	False	from 24: 	nathan
12235	t731585429296828416	60	False	gold-impl-neg	False	False	from 24: 	nathan
12236	t731585429296828416	61	False	gold-impl-neg	False	False	from 24: 	nathan
12237	t731585429296828416	62	False	gold-impl-neg	False	False	from 24: 	nathan
12238	t731585429296828416	63	False	gold-impl-neg	False	False	from 24: 	nathan
12239	t731585429296828416	65	False	gold-impl-neg	False	False	from 24: 	nathan
12240	t731586843020529664	3	True	gold	False	False		meliha
12241	t731586843020529664	46	False	gold	False	False		meliha
12242	t731586843020529664	55	False	gold	False	False		meliha
12243	t731586843020529664	65	False	gold	False	False		meliha
12244	t731587440381722626	3	True	gold-impl-pos	False	False	from 3: 	merlin
12245	t731587440381722626	27	True	gold-impl-pos	False	False	from 27: 	merlin
12246	t731587440381722626	55	True	gold	False	False		merlin
12247	t731587443812601860	23	True	gold-impl-pos	False	False	from 23: 	meliha
12248	t731587443812601860	24	True	gold	False	False		meliha
12249	t731587517993132035	23	True	gold-impl-pos	False	False	from 23: tp	merlin
12250	t731587517993132035	24	True	gold	False	False	tp	merlin
12251	t731588161701351431	23	True	gold-impl-pos	False	False	from 23: 	philipp
12252	t731588161701351431	24	True	gold	False			philipp
12253	t731588171960602624	3	True	gold	False	False		meliha
12254	t731588171960602624	46	False	gold	False	False		emilia
12255	t731588171960602624	55	False	gold	False	False		emilia
12256	t731588171960602624	65	False	gold	False	False		emilia
12257	t731588553612898304	23	True	gold-impl-pos	False	False	from 23: 	merlin
12258	t731588553612898304	24	True	gold-impl-pos	False	False	from 24: 	merlin
12259	t731588553612898304	57	True	gold	False			merlin
12260	t731588561422573569	3	False	gold	False			philipp
12261	t731588561422573569	46	False	gold-impl-neg	False	False	from 3: 	philipp
12262	t731588561422573569	55	False	gold-impl-neg	False	False	from 3: 	philipp
12263	t731588561422573569	65	False	gold-impl-neg	False	False	from 3: 	philipp
12264	t731588660894793728	3	True	gold	False			merlin
12265	t731588660894793728	3	True	gold-impl-pos	False	False	from 3: 	philipp
12266	t731588660894793728	24	False	gold	False			merlin
12267	t731588660894793728	26	False	gold-impl-neg	False	False	from 24: 	merlin
12268	t731588660894793728	27	True	gold-impl-pos	False	False	from 27: 	philipp
12269	t731588660894793728	38	False	gold-impl-neg	False	False	from 45: 	philipp
12270	t731588660894793728	41	False	gold-impl-neg	False	False	from 45: 	philipp
12271	t731588660894793728	45	False	gold	False			philipp
12272	t731588660894793728	46	False	gold	False	False		emilia
12273	t731588660894793728	50	False	gold-impl-neg	False	False	from 45: 	philipp
12274	t731588660894793728	55	True	gold	False			philipp
12275	t731588660894793728	57	False	gold-impl-neg	False	False	from 24: 	merlin
12276	t731588660894793728	58	False	gold	False			philipp
12277	t731588660894793728	60	False	gold-impl-neg	False	False	from 24: 	merlin
12278	t731588660894793728	61	False	gold-impl-neg	False	False	from 24: 	merlin
12279	t731588660894793728	62	False	gold-impl-neg	False	False	from 24: 	merlin
12280	t731588660894793728	63	False	gold-impl-neg	False	False	from 24: 	merlin
12281	t731588660894793728	65	False	gold-impl-neg	False	False	from 24: 	merlin
12282	t731588860216528896	23	True	gold-impl-pos	False	False	from 23: 	meliha
12283	t731588860216528896	24	True	gold	False	False		meliha
12284	t731588860443004928	23	True	gold-impl-pos	False	False	from 23: 	meliha
12285	t731588860443004928	24	True	gold	False	False		meliha
12286	t731588885998899203	23	True	gold-impl-pos	False	False	from 23: 	meliha
12287	t731588885998899203	24	True	gold-impl-pos	False	False	from 24: 	meliha
12288	t731588885998899203	57	True	gold	False	False		meliha
12289	t731588965304766465	3	True	gold	False	False		meliha
12290	t731588965304766465	46	False	gold	False	False		emilia
12291	t731588965304766465	55	False	gold	False	False		emilia
12292	t731588965304766465	65	False	gold	False	False		emilia
12293	t731588995604418560	3	True	gold	False	False		meliha
12294	t731588995604418560	46	False	gold	False	False		emilia
12295	t731588995604418560	55	False	gold	False	False		emilia
12296	t731588995604418560	65	False	gold	False	False		emilia
12297	t731589280905220097	3	True	gold	False	False		meliha
12298	t731589280905220097	46	False	gold	False	False		meliha
12299	t731589280905220097	55	False	gold	False	False		meliha
12300	t731589280905220097	65	False	gold	False	False		meliha
12301	t731589539513389057	23	True	gold-impl-pos	False	False	from 23: 	meliha
12302	t731589539513389057	24	True	gold	False	False		meliha
12303	t731589556798160897	23	True	gold-impl-pos	False	False	from 23: 	meliha
12304	t731589556798160897	24	True	gold-impl-pos	False	False	from 24: 	meliha
12305	t731589556798160897	57	True	gold	False	False		meliha
12306	t731589582408568836	3	True	gold	False	False		meliha
12307	t731589582408568836	46	False	gold	False	False		meliha
12308	t731589582408568836	55	False	gold	False	False		meliha
12309	t731589582408568836	65	False	gold	False	False		meliha
12310	t731590208064499712	3	False	gold	False			auto-neg-adjudicator
12311	t731590208064499712	46	False	gold-impl-neg	False	False	from 3: 	auto-neg-adjudicator
12312	t731590208064499712	55	False	gold-impl-neg	False	False	from 3: 	auto-neg-adjudicator
12313	t731590208064499712	58	True	gold	False	False		meliha
12314	t731590208064499712	65	False	gold-impl-neg	False	False	from 3: 	auto-neg-adjudicator
12315	t731590580078317568	23	True	gold-impl-pos	False	False	from 23: 	meliha
12316	t731590580078317568	24	True	gold	False	False		meliha
12317	t731590830520172545	23	True	gold-impl-pos	False	False	from 23: 	meliha
12318	t731590830520172545	24	True	gold	False	False		meliha
12319	t731591104777363457	3	True	gold	False	False		meliha
12320	t731591104777363457	23	True	gold-impl-pos	False	False	from 23: 	philipp
12321	t731591104777363457	24	True	gold	False			philipp
12322	t731591104777363457	46	False	gold	False	False		meliha
12323	t731591104777363457	55	False	gold	False	False		emilia
12324	t731591104777363457	57	False	gold	False	False		meliha
12325	t731591104777363457	65	False	gold	False	False		emilia
12326	t731591418863587331	3	True	gold	False	False		meliha
12327	t731591418863587331	46	False	gold	False	False		emilia
12328	t731591418863587331	55	False	gold	False	False		emilia
12329	t731591418863587331	65	False	gold	False	False		emilia
12330	t731592059988119556	3	False	gold	False	False		merlin
12331	t731592059988119556	46	False	gold-impl-neg	False	False	from 3: 	merlin
12332	t731592059988119556	55	False	gold-impl-neg	False	False	from 3: 	merlin
12333	t731592059988119556	65	False	gold-impl-neg	False	False	from 3: 	merlin
12334	t731592989731065856	3	False	gold	False			merlin
12335	t731592989731065856	23	True	gold-impl-pos	False	False	from 23: 	merlin
12336	t731592989731065856	24	True	gold	False	False		merlin
12337	t731592989731065856	46	False	gold-impl-neg	False	False	from 3: 	merlin
12338	t731592989731065856	55	False	gold-impl-neg	False	False	from 3: 	merlin
12339	t731592989731065856	65	False	gold-impl-neg	False	False	from 3: 	merlin
12340	t731593034278838273	3	False	gold	False	False		merlin
12341	t731593034278838273	46	False	gold-impl-neg	False	False	from 3: 	merlin
12342	t731593034278838273	55	False	gold-impl-neg	False	False	from 3: 	merlin
12343	t731593034278838273	65	False	gold-impl-neg	False	False	from 3: 	merlin
12344	t731593125383274496	23	True	gold-impl-pos	False	False	from 23: 	meliha
12345	t731593125383274496	24	True	gold	False	False		meliha
12346	t731593591945084928	23	True	gold-impl-pos	False	False	from 23: 	nathan
12347	t731593591945084928	24	True	gold	False			nathan
12348	t731593908879278080	23	True	gold-impl-pos	False	False	from 23: 	meliha
12349	t731593908879278080	24	True	gold-impl-pos	False	False	from 24: 	meliha
12350	t731593908879278080	57	True	gold	False	False		meliha
12351	t731594504852144128	3	True	gold	False	False		meliha
12352	t731594504852144128	46	False	gold	False	False		emilia
12353	t731594504852144128	55	False	gold	False	False		emilia
12354	t731594504852144128	65	False	gold	False	False		meliha
12355	t731595604288229376	23	True	gold-impl-pos	False	False	from 23: 	meliha
12356	t731595604288229376	24	True	gold	False	False		meliha
12357	t731595784219705345	3	True	gold	False	False		meliha
12358	t731595784219705345	46	False	gold	False	False		meliha
12359	t731595784219705345	55	False	gold	False	False		meliha
12360	t731595784219705345	65	False	gold	False	False		meliha
12361	t731595902754951168	3	True	gold-impl-pos	False	False	from 3: 	merlin
12362	t731595902754951168	27	True	gold-impl-pos	False	False	from 27: 	merlin
12363	t731595902754951168	55	True	gold	False	False		merlin
12364	t731596333170208769	23	True	gold-impl-pos	False	False	from 23: 	meliha
12365	t731596333170208769	24	True	gold	False	False		meliha
12366	t731597167450787840	23	True	gold-impl-pos	False	False	from 23: 	meliha
12367	t731597167450787840	24	True	gold	False	False		meliha
12368	t731597621702361088	24	False	gold	False			auto-neg-adjudicator
12369	t731597621702361088	26	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
12370	t731597621702361088	57	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
12371	t731597621702361088	60	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
12372	t731597621702361088	61	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
12373	t731597621702361088	62	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
12374	t731597621702361088	63	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
12375	t731597621702361088	65	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
12376	t731598477201948672	3	True	gold	False			philipp
12377	t731598477201948672	3	True	gold-impl-pos	False	False	from 3: 	merlin
12378	t731598477201948672	27	True	gold-impl-pos	False	False	from 27: 	merlin
12379	t731598477201948672	46	False	gold	False	False		meliha
12380	t731598477201948672	55	True	gold	False			merlin
12381	t731598477201948672	65	False	gold	False	False		meliha
12382	t731600042386161664	3	False	gold	False			merlin
12383	t731600042386161664	21	True	gold	False			merlin
12384	t731600042386161664	24	False	gold	False			philipp
12385	t731600042386161664	26	False	gold-impl-neg	False	False	from 24: 	philipp
12386	t731600042386161664	30	True	gold-impl-pos	False	False	from 30: 	philipp
12387	t731600042386161664	38	False	gold-impl-neg	False	False	from 45: 	merlin
12388	t731600042386161664	41	False	gold-impl-neg	False	False	from 45: 	merlin
12389	t731600042386161664	45	False	gold	False			merlin
12390	t731600042386161664	46	False	gold-impl-neg	False	False	from 3: 	merlin
12391	t731600042386161664	50	False	gold-impl-neg	False	False	from 45: 	merlin
12392	t731600042386161664	52	True	gold-impl-pos	False	False	from 52: 	philipp
12393	t731600042386161664	53	True	gold	False			philipp
12394	t731600042386161664	55	False	gold-impl-neg	False	False	from 3: 	merlin
12395	t731600042386161664	57	False	gold-impl-neg	False	False	from 24: 	philipp
12396	t731600042386161664	60	False	gold-impl-neg	False	False	from 24: 	philipp
12397	t731600042386161664	61	False	gold-impl-neg	False	False	from 24: 	philipp
12398	t731600042386161664	62	False	gold-impl-neg	False	False	from 24: 	philipp
12399	t731600042386161664	63	False	gold-impl-neg	False	False	from 24: 	philipp
12400	t731600042386161664	65	False	gold-impl-neg	False	False	from 24: 	philipp
12401	t731600042386161664	65	False	gold-impl-neg	False	False	from 3: 	merlin
12402	t731600727030824960	23	True	gold-impl-pos	False	False	from 23: 	meliha
12403	t731600727030824960	24	True	gold	False	False		meliha
12404	t731601417547485184	24	False	gold	False			auto-neg-adjudicator
12405	t731601417547485184	26	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
12406	t731601417547485184	57	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
12407	t731601417547485184	60	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
12408	t731601417547485184	61	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
12409	t731601417547485184	62	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
12410	t731601417547485184	63	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
12411	t731601417547485184	65	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
12412	t731602591453462529	3	True	gold	False	False		meliha
12413	t731602591453462529	46	False	gold	False	False		meliha
12414	t731602591453462529	55	False	gold	False	False		meliha
12415	t731602591453462529	65	False	gold	False	False		meliha
12416	t731603078575718400	23	True	gold-impl-pos	False	False	from 23: 	meliha
12417	t731603078575718400	24	True	gold	False	False		meliha
12418	t731603219445616640	3	True	gold	False			philipp
12419	t731603219445616640	23	True	gold-impl-pos	False	False	from 23: 	merlin
12420	t731603219445616640	24	True	gold-impl-pos	False	False	from 24: 	merlin
12421	t731603219445616640	46	False	gold	False	False		emilia
12422	t731603219445616640	55	False	gold	False	False		emilia
12423	t731603219445616640	57	True	gold	False			merlin
12424	t731603219445616640	65	False	gold	False	False		emilia
12425	t731603632861396992	3	True	gold	False	False		meliha
12426	t731603632861396992	46	False	gold	False	False		meliha
12427	t731603632861396992	55	False	gold	False	False		meliha
12428	t731603632861396992	65	False	gold	False	False		meliha
12429	t731603861513834496	23	True	gold-impl-pos	False	False	from 23: 	meliha
12430	t731603861513834496	24	True	gold	False	False		meliha
12431	t731604115118280704	3	True	gold	False	False		merlin
12432	t731604115118280704	46	False	gold	False	False		emilia
12433	t731604115118280704	55	False	gold	False	False		emilia
12434	t731604115118280704	65	False	gold	False	False		emilia
12435	t731604689297543168	3	False	gold	False	False	posibility not desire	merlin
12436	t731604689297543168	46	False	gold-impl-neg	False	False	from 3: posibility not desire	merlin
12437	t731604689297543168	55	False	gold-impl-neg	False	False	from 3: posibility not desire	merlin
12438	t731604689297543168	65	False	gold-impl-neg	False	False	from 3: posibility not desire	merlin
12439	t731604935993925638	3	True	gold	False	False		meliha
12440	t731604935993925638	3	True	gold-impl-pos	False	False	from 3: 	vanessa
