"tweet_id"	"match"	"matchend"	"query"	"query_slot"	"query_hierarchical"	"word"	"0_word"	"1_word"	"0_word_slot"	"1_word_slot"	"exact0"	"within0"	"overlap0"	"outside0"	"exact0_0"	"exact0_1"	"within0_0"	"within0_1"	"overlap0_0"	"overlap0_1"	"outside0_0"	"outside0_1"	"exact1"	"within1"	"overlap1"	"outside1"	"exact1_0"	"exact1_1"	"within1_0"	"within1_1"	"overlap1_0"	"overlap1_1"	"outside1_0"	"outside1_1"
"t739834620527693824"	1061952	1061956	"pattern3_entity_support_policy"	"pattern24_entities_like_group"	NA	"@vote_leave @gardeningboy Oops , porkies . What they mean is "" we send money to Europe that Tories like Gove and Boris want for themselves ""."	"Boris"	"for themselves ""."	"Gove"	"Tories"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t739783336244219904"	1100140	1100146	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	NA	"@LabourList what was it that I said about @GMB_union being progressive this morning ? Why not admit you want #Brexit while ur at it !"	"you"	"#Brexit while ur at it"	"@GMB_union"	"progressive"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t739757056765333505"	1129377	1129385	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	NA	"Holland wants an EU Ref ., as do France , Germany etc . Their ppl are our friends , Not just us sick of EU ! @kieranflood #voteleave"	"Holland"	"an EU Ref ., as do France"	"Their ppl"	"friends"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t731047038721396736"	1222264	1222271	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	"pattern3_entity_support_policy"	"@justinpgdr @gavinj1999 Are the Racists too then , apparently anyone who supports #Brexit or is Anti-EU is Racist !"	"who"	"#Brexit or is Anti-EU is Racist"	"@justinpgdr @gavinj1999"	"Racists"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t731047038721396736"	1222264	1222271	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	"pattern3_entity_support_policy"	"@justinpgdr @gavinj1999 Are the Racists too then , apparently anyone who supports #Brexit or is Anti-EU is Racist !"	"who"	"#Brexit or is Anti-EU is Racist"	"Anti-EU"	"Racist"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
"t731211291835154434"	1225188	1225197	"pattern3_entity_support_policy"	"pattern24_adj_affiliation_name"	NA	"@dmck52 @JacksonT0ny So what if the IMF recommended the Euro , Brexiter Nigel Lawson wanted to transfer monetary sovereignty to Germany ."	"Brexiter Nigel Lawson"	"to transfer monetary sovereignty to Germany"	"Nigel Lawson"	"Brexiter"	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t742041635207417856"	1253613	1253618	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	NA	". @SkyNews Your workers are British , you customers are British so why wouldn't you want the best for British ? #Brexit is best for all EU ."	"you"	"the best for British"	"Your workers"	"British"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t742041635207417856"	1253613	1253618	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	NA	". @SkyNews Your workers are British , you customers are British so why wouldn't you want the best for British ? #Brexit is best for all EU ."	"you"	"the best for British"	"customers"	"British"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t742062624423223296"	1262314	1262318	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	NA	"@pault1888 This crap constantly attempts to drag folk back to the 1950's . Thankfully most real folk are much more progressive and inclusive ."	"folk"	"to the 1950's"	"real folk"	"progressive"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t742081933706964993"	1293489	1293491	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	NA	"@OldRoberts953 Oh please do tell me how voters are racist if they want Brexit . Or call Blairites Tories . Then cry about critics Islam . Err ."	"they"	"Brexit"	"voters"	"racist"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t727484190351081473"	1350616	1350626	"pattern3_entity_support_policy"	"pattern24_entity_is_the_adj_est_possible_entity"	NA	"@Xtians4Britain Democracy is the biggest winner on Brexit , talking to young peeps who desperately want to be engaged but feel marginal in EU"	"who"	"to be engaged but feel marginal in EU"	"@Xtians4Britain Democracy"	"winner on Brexit"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t744308781379633152"	1376727	1376738	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	NA	"@1000cuts @tianran headline is crap . I'm not arguing for Brexit . I want fully open borders and universal European welfare & min wage"	"I"	"open borders and universal European welfare & min wage"	"@1000cuts @tianran headline"	"crap"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745410564336324613"	1440066	1440089	"pattern3_entity_support_policy"	"pattern24_concepts_like_entity"	"pattern3_entity_support_policy"	"@CallmeDownsie No I would not want the people afraid but I would like the power to pick up trouble makers like Farage and right wing yobbos"	"I"	"the people afraid but I would like the power to pick up trouble makers like Farage and right wing yobbos"	"Farage"	"makers"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
"t745410564336324613"	1440066	1440089	"pattern3_entity_support_policy"	"pattern24_concepts_like_entity"	"pattern3_entity_support_policy"	"@CallmeDownsie No I would not want the people afraid but I would like the power to pick up trouble makers like Farage and right wing yobbos"	"I"	"the people afraid but I would like the power to pick up trouble makers like Farage and right wing yobbos"	"Farage"	"makers"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
"t745410564336324613"	1440066	1440089	"pattern3_entity_support_policy"	"pattern24_entities_like_group"	"pattern3_entity_support_policy"	"@CallmeDownsie No I would not want the people afraid but I would like the power to pick up trouble makers like Farage and right wing yobbos"	"I"	"the people afraid but I would like the power to pick up trouble makers like Farage and right wing yobbos"	"Farage"	"trouble makers"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
"t745410564336324613"	1440066	1440089	"pattern3_entity_support_policy"	"pattern24_entities_like_group"	"pattern3_entity_support_policy"	"@CallmeDownsie No I would not want the people afraid but I would like the power to pick up trouble makers like Farage and right wing yobbos"	"I"	"the people afraid but I would like the power to pick up trouble makers like Farage and right wing yobbos"	"Farage"	"trouble makers"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
"t745352591375278080"	1464696	1464705	"pattern3_entity_support_policy"	"pattern24_entity_is_the_adj_est_possible_entity"	"pattern3_entity_much_prefers_concept"	"@alphtheDJ Thanks for sharing that . You make a lot of great points . I really hope the result is the best result possible . #Brexit"	"I"	"the result is the best result possible"	"the result"	"result possible"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
"t745352591375278080"	1464696	1464705	"pattern3_entity_support_policy"	"pattern24_entity_is_the_adj_est_possible_entity"	"pattern3_entity_support_policy"	"@alphtheDJ Thanks for sharing that . You make a lot of great points . I really hope the result is the best result possible . #Brexit"	"I"	"the result is the best result possible"	"the result"	"result possible"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
"t745527081056899072"	1469929	1469934	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	NA	"@LBC @RuthDavidsonMSP if my friend &/or neighbour was Sad Dick Khan , I wouldn't walk away I'd run . You jox wanted out of UK , we want #Brexit"	"You jox"	"out of UK"	"neighbour"	"Dick"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745527081056899072"	1469936	1469938	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	NA	"@LBC @RuthDavidsonMSP if my friend &/or neighbour was Sad Dick Khan , I wouldn't walk away I'd run . You jox wanted out of UK , we want #Brexit"	"we"	"#Brexit"	"neighbour"	"Dick"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745345076201652231"	1519233	1519238	"pattern3_entity_support_policy"	"pattern24_name_joins_group"	NA	"@UKLabour why what 's wrong with Turkey joining the EU I thought the #VoteRemain wanted a bigger membership ? Are they against Turkey #Brexit"	"the #VoteRemain"	"a bigger membership"	"Turkey"	"the EU"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745395592344412162"	1548092	1548097	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	"pattern3_entity_support_policy"	"@Lou__TomIinson The lie is that support for Brexit is racist ."	"that"	"for Brexit is racist"	"Brexit"	"racist"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
"t745508772739616769"	1566925	1566936	"pattern3_entity_support_policy"	"pattern24_entity_is_the_adj_est_possible_entity"	NA	"@UKLabour No , the world is the biggest single market . We want freedom to make our own deals with whoever we like . #brexit"	"We"	"freedom to make our own deals with whoever we like"	"the world"	"single market"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745359421702832129"	1579755	1579763	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	NA	"@Jaistrup The point is Brexit campaigners are suggesting we can have everything they want without the compromise that comes with it"	"they"	"without the compromise that comes with it"	"The point"	"campaigners"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745360170457403392"	1581728	1581739	"pattern3_entity_support_policy"	"pattern24_entity_is_the_adj_est_possible_entity"	NA	"OK so what are the best songs for pro-Remain in the EU puns ? EU Belong With Me I Got EU Babe All I Want For Xmas Is EU I Will Always Love EU"	"All I"	"For Xmas Is EU I Will Always Love EU"	"what"	"songs for pro-Remain in the EU puns"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745358369045815296"	1599117	1599124	"pattern3_entity_support_policy"	"pattern24_adj_affiliation_name"	NA	"@Lord_Sugar So are you saying we should reject the "" bladdy "" Germans ? Sir Lord Lady Imperial Majesty Alan wants #brexit"	"Sir Lord Lady Imperial Majesty Alan"	"#brexit"	"Imperial Majesty Alan"	"Lord Lady"	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745354445253378048"	1625478	1625494	"pattern3_entity_support_policy"	"pattern24_name_joins_group"	NA	"@SocialRavey Remain campaigners wanting a job in the EU on mega money and have more influence over the UK ! Tell me again why u voting ?"	"campaigners"	"a job in the EU on mega money and have more influence over the UK"	"@SocialRavey"	"campaigners"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745311087772434432"	1627056	1627065	"pattern3_entity_support_policy"	"pattern24_entity_is_just_another_entity"	NA	"I really cannot comprehend why ppl want to #RemainINEU Why not believe in OUR country ? The EU is just a con to put it VERY politely ! #Brexit"	"ppl"	"to #RemainINEU Why not believe in OUR country"	"The EU"	"a con to put it VERY politely"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745385721679200256"	1642397	1642409	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	NA	"@SkyNews Obviously the #Brexit camp are the loyalists of this country and those who wish to suck the EU 's cock are the #Remain group"	"those who"	"to suck the EU 's cock are the #Remain group"	"the #Brexit camp"	"loyalists"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745389719589130240"	1652403	1652423	"pattern3_entity_support_policy"	"pattern24_entity_is_the_adj_est_possible_entity"	"pattern3_entity_support_policy"	"The fact people supporting Brexit are the first to go to Paris for tea and to Brussels or elsewhere for the afternoon like ? How daft are you"	"people"	"Brexit are the first to go to Paris for tea and to Brussels or elsewhere for the afternoon like"	"Brexit"	"to go to Paris for tea"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
"t745311080558247936"	1672980	1672993	"pattern3_entity_support_policy"	"pattern24_adj_affiliation_name"	NA	"Ooops Michael Gove has said ex England footballer John Barnes supports Leave but Barnes telling the media he does not , More VoteLeave lies"	"England footballer John Barnes"	"Leave but Barnes telling the media he does not"	"John Barnes"	"England footballer"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745358706473209856"	1680817	1680823	"pattern3_entity_support_policy"	"pattern24_as_a_group_entity"	NA	"@billiepiper Sometimes it 's better & braver to stand alone . As an American , I support whatever decision the Brits make . #EUref #Brexit"	"I"	"whatever decision the Brits make"	"I"	"an American"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t725096481326292992"	1701014	1701021	"pattern3_entity_support_policy"	"pattern24_name_joins_group"	NA	"Bernie Sanders says he hopes the UK remains in the EU https://t.co/JzB6JnSFoN via @HuffPostUKPol"	"he"	"the UK remains in the EU"	"UK"	"the EU"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
"t729571453889335296"	1711606	1711615	"pattern3_entity_support_policy"	"pattern24_entity_s_membership_in_group"	NA	"PM : If you want to keep this country strong in the world , & keep our people safe , our membership of the EU is 1 of the tools that helps us ."	"you"	"to keep this country strong in the world"	"our"	"the EU"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t729688383090511872"	1713188	1713192	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	NA	"@fidoIV @PymPurnell Wouldn't say the Brexit folk are scaremongering . Change , whichever way , is a given . EU will want tighter control ."	"EU"	"tighter control"	"the Brexit folk"	"scaremongering"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t729572802760675328"	1731810	1731814	"pattern3_entity_support_policy"	"pattern24_entity_is_the_adj_est_possible_entity"	NA	"And at the same time , I'm the one who hasn't got any real arguments to make , and who is a fascist anti-democrat who wants to silence critics"	"who"	"to silence critics"	"who"	"anti-democrat who wants to silence critics"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"t729571358989012992"	1741023	1741029	"pattern3_entity_support_policy"	"pattern24_entity_member_of_group"	NA	"PM : Today I want to set out the big , bold patriotic case for Britain to remain a member of the European Union . #EUreferendum"	"I"	"to set out the big"	"Britain"	"the European Union"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t729576632168648704"	1743507	1743525	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	"pattern3_entity_support_policy"	"@EtonOldBoys The only people who want Brexit are tories who want to abolish EU human rights and employee protection laws ."	"The only people who"	"Brexit are tories who want to abolish EU human rights and employee protection laws"	"Brexit"	"tories"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
"t735147299077271554"	1764206	1764212	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	NA	"@David_Cameron @bankofengland - #BorisJohnson is the Captain going down with his #Brexit ship with @NigelFarage back in his MEP ' lifeboat'."	"@NigelFarage"	"in his MEP ' lifeboat'."	"#BorisJohnson"	"Captain"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t735173842658693121"	1793883	1793885	"pattern3_entity_support_policy"	"pattern24_as_a_group_entity"	NA	"@PrisonPlanet The EU is part of the Illuminati . Time to give the EU the finger . As an American , I support #Brexit"	"I"	"#Brexit"	"I"	"an American"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t735173842658693121"	1793883	1793885	"pattern3_entity_support_policy"	"pattern24_entity_member_of_group"	NA	"@PrisonPlanet The EU is part of the Illuminati . Time to give the EU the finger . As an American , I support #Brexit"	"I"	"#Brexit"	"The EU"	"the Illuminati"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t735115021617889280"	1820155	1820165	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	NA	"I support #Brexit and do not support privatisation of the NHS . Brexit voters are ordinary people not the EU elite ! https://t.co/xw3a2JavpS"	"I"	"#Brexit and do not support privatisation of the NHS"	"voters"	"people"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t741696455774212096"	1853252	1853256	"pattern3_entity_support_policy"	"pattern24_entity_is_the_adj_est_possible_entity"	NA	"@sizjam68 @NederPiet @MockLabour @deembe_ Wrong again this is the biggest survey done of young mothers 83% want out . https://t.co/J4dtP4wOCi"	"young mothers"	"out"	"this"	"survey done of young mothers"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t741659735481581568"	1862415	1862424	"pattern3_entity_support_policy"	"pattern24_concepts_like_entity"	NA	"The politicians like Boris/Farage support Brexit only do so to fund their lifestyles . Do you honestly think they won't be making £ from it ?!"	"Boris/Farage"	"Brexit only do so to fund their lifestyles"	"Boris/Farage"	"politicians"	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t741659735481581568"	1862415	1862424	"pattern3_entity_support_policy"	"pattern24_entities_like_group"	NA	"The politicians like Boris/Farage support Brexit only do so to fund their lifestyles . Do you honestly think they won't be making £ from it ?!"	"Boris/Farage"	"Brexit only do so to fund their lifestyles"	"Boris/Farage"	"The politicians"	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t741672086863761408"	1874669	1874671	"pattern3_entity_support_policy"	"pattern24_as_a_group_entity"	NA	"@WRXavier @bluehand007 every time people ask me how come , as an immigrant , i support brexit , i send them to watch Children Of Men"	"i"	"brexit"	"i"	"an immigrant"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t741671306517745665"	1881654	1881659	"pattern3_entity_support_policy"	"pattern24_concepts_like_entity"	NA	"Economies will not collapse for simple reason - Davos Elites like power & they may lose Brexit Battle but they want to stay in charge ."	"they"	"to stay in charge"	"power"	"Davos Elites"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t741708419091058688"	1903257	1903268	"pattern3_entity_support_policy"	"pattern24_entity_member_of_group"	NA	"@TonysAngle @SPIEGELONLINE It is a kind of threat . What #Brexit hope more by leaving EU at this global economic atmosphere ? Interesting !"	"What #Brexit"	"by leaving EU at this global economic atmosphere"	"@TonysAngle @SPIEGELONLINE It"	"threat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t741998533717446657"	1943617	1943622	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	"pattern3_entity_support_policy"	"@JonHolb @NoThanksEU That 's exactly what Heseltine said yesterday in our town hall EU debate anyone who supports #Brexit is a racist ."	"who"	"#Brexit is a racist"	"#Brexit"	"racist"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
"t745784964273287169"	1992907	1992913	"pattern3_entity_support_policy"	"pattern24_entity_be_a_person_group"	NA	"@austincorona1 @megynkelly you want to see fachsim ? its what we are voting against tomoz in the brexit lol , trump is a nationalist US first !"	"@austincorona1 @megynkelly you"	"to see fachsim"	"trump"	"nationalist"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"t745784964273287169"	1992907	1992913	"pattern3_entity_support_policy"	"pattern24_entity_is_the_adj_est_possible_entity"	NA	"@austincorona1 @megynkelly you want to see fachsim ? its what we are voting against tomoz in the brexit lol , trump is a nationalist US first !"	"@austincorona1 @megynkelly you"	"to see fachsim"	"trump"	"US first"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
